,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
43,tx,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.9530705,0.3721717,17785.0202,state,fb-survey
44,ut,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,51.9098888,0.915768,2976.6995,state,fb-survey
45,va,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.5923825,0.586439,7149.9434,state,fb-survey
46,vt,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,48.9976249,1.7176741,847.0009,state,fb-survey
47,wa,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,43.4615514,0.6077842,6651.9712,state,fb-survey
48,wi,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,42.3695924,0.6280215,6190.9451,state,fb-survey
49,wv,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,46.3098195,1.0481698,2263.1047,state,fb-survey
50,wy,smoothed_spent_time_1d,2020-10-04,2020-10-05,1,53.2199604,1.9572911,649.8667,state,fb-survey
0,ak,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.4225722,1.8011868,761.0,state,fb-survey
1,al,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,49.5542272,0.8622821,3362.0699,state,fb-survey
2,ar,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,45.8885205,1.0236715,2369.5846,state,fb-survey
3,az,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,42.5218495,0.6832721,5235.1316,state,fb-survey
4,ca,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,39.2194607,0.3400059,20620.2198,state,fb-survey
5,co,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,46.9895205,0.7012935,5064.8093,state,fb-survey
6,ct,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.2490746,0.807746,3781.0,state,fb-survey
7,dc,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,40.8277405,2.3273908,446.0,state,fb-survey
8,de,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,41.1297852,1.5042989,1070.0,state,fb-survey
9,fl,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,42.2503253,0.3894142,16089.9992,state,fb-survey
10,ga,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.5737743,0.6345363,6135.9499,state,fb-survey
11,hi,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,36.2224449,1.5222123,997.0,state,fb-survey
12,ia,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,47.6591294,0.8408398,3528.2596,state,fb-survey
13,id,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,52.1891864,1.1259367,1968.243,state,fb-survey
14,il,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.1904204,0.4872741,10387.0021,state,fb-survey
15,in,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,49.5738731,0.6401612,6099.9994,state,fb-survey
16,ks,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,49.784029,0.9555809,2737.7703,state,fb-survey
17,ky,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.2884385,0.8225448,3646.8387,state,fb-survey
18,la,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,50.1396983,0.8358883,3577.998,state,fb-survey
19,ma,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,44.085887,0.7084757,4911.013,state,fb-survey
20,md,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,40.3546779,0.783796,3917.9977,state,fb-survey
21,me,smoothed_spent_time_1d,2020-10-05,2020-10-06,1,43.1064073,1.1848303,1747.0,state,fb-survey
